,City,Country,Date,Latitude,Longitude,Max Temp,Cloudiness,Humidity,Wind Speed
111,Sale,AU,1569413327,-38.11,147.06,48.99,63,88,2.44
112,Myitkyina,MM,1569413328,25.38,97.4,66.4,96,97,1.39
113,Taksimo,RU,1569413328,56.36,114.84,39.4,7,85,0.63
114,Port Alfred,ZA,1569413329,-33.59,26.89,66.0,0,64,8.99
115,Dikson,RU,1569413329,73.51,80.55,36.52,50,85,9.64
116,Kjopsvik,NO,1569413330,68.1,16.37,53.01,75,81,6.93
117,Isangel,VU,1569413330,-19.55,169.27,72.7,62,74,16.6
118,Rovaniemi,FI,1569413190,66.5,25.72,41.0,75,80,12.75
119,Weihai,CN,1569413331,37.5,122.11,62.01,100,48,5.28
120,Igrim,RU,1569413331,63.19,64.42,38.67,100,74,11.52
121,Killybegs,IE,1569413331,54.63,-8.45,60.8,90,93,4.7
122,Cap Malheureux,MU,1569413332,-19.98,57.61,80.6,40,65,12.75
123,Newport,US,1569413332,41.49,-71.31,60.01,1,82,4.7
124,Salalah,OM,1569413333,17.01,54.1,86.0,75,66,11.41
125,Taoudenni,ML,1569413333,22.68,-3.98,107.07,0,7,2.04
126,Aykhal,RU,1569413333,65.95,111.51,41.0,90,65,4.47
127,Point Fortin,TT,1569413334,10.16,-61.68,86.0,75,88,4.7
128,Togur,RU,1569413334,58.36,82.83,41.92,42,74,8.48
129,Assare,BR,1569413335,-6.87,-39.88,84.4,33,37,7.52
130,Te Anau,NZ,1569413335,-45.41,167.72,32.92,32,75,9.1
131,Maceio,BR,1569413336,-9.67,-35.74,77.0,40,83,3.36
132,Petropavlovsk-Kamchatskiy,RU,1569413336,53.05,158.65,41.0,75,93,4.47
133,Loa Janan,ID,1569413336,-0.58,117.09,76.65,2,89,2.44
134,Storforshei,NO,1569413336,66.4,14.52,50.0,0,53,3.36
135,Cruzeiro do Sul,BR,1569413337,-7.63,-72.67,70.17,100,90,2.24
136,Waingapu,ID,1569413337,-9.65,120.26,74.14,91,77,8.9
137,Putina,PE,1569413338,-14.91,-69.87,33.8,40,86,2.24
138,Belaya Kholunitsa,RU,1569413338,58.84,50.85,40.3,100,72,9.22
139,Lebu,ET,1569413338,8.96,38.73,66.04,33,75,6.11
140,Conde,BR,1569413121,-11.81,-37.61,75.04,95,82,3.71
141,Zapolyarnyy,RU,1569413339,69.43,30.82,39.2,75,86,25.28
142,Kruisfontein,ZA,1569413339,-34.0,24.73,73.42,0,22,16.71
143,Longyearbyen,NO,1569413339,78.22,15.63,39.2,75,86,3.36
144,Tasiilaq,GL,1569413340,65.61,-37.64,41.0,75,93,4.7
145,Bilma,NE,1569413340,18.69,12.92,99.7,0,10,6.64
146,Camargo,MX,1569413340,27.69,-105.17,67.3,89,78,4.21
147,Norman Wells,CA,1569413341,65.28,-126.83,30.2,5,86,8.05
148,Port Elizabeth,US,1569413341,39.31,-74.98,63.0,1,93,1.74
149,Marrakesh,MA,1569413341,31.63,-7.99,89.6,20,29,5.82
150,Yulara,AU,1569413342,-25.24,130.99,66.2,48,42,3.36
151,Oktyabrskiy,RU,1569413342,55.61,37.97,46.4,0,49,6.71
152,Phibun Mangsahan,TH,1569413343,15.24,105.23,87.8,0,66,9.17
153,Koumac,NC,1569413343,-20.56,164.28,71.07,41,75,13.35
154,Provideniya,RU,1569413344,64.42,-173.23,28.6,0,85,3.94
155,Diamantino,BR,1569413344,-14.4,-56.44,86.37,59,52,3.67
156,Port Hedland,AU,1569413345,-20.31,118.58,71.6,93,68,8.05
157,Barra do Garcas,BR,1569413345,-15.89,-52.26,80.6,0,61,5.86
158,Chokurdakh,RU,1569413345,70.62,147.9,25.35,0,85,6.71
159,Komsomolskiy,RU,1569413351,67.55,63.78,34.17,100,92,7.63
160,Havre-Saint-Pierre,CA,1569413338,50.23,-63.6,44.6,90,87,14.99
161,Nevel,RU,1569413352,56.02,29.92,49.47,99,53,4.85
162,Zaria,NG,1569413352,11.11,7.72,89.07,97,47,3.91
163,Santa Marta,CO,1569413352,11.24,-74.21,78.8,75,74,2.24
164,Waipawa,NZ,1569413392,-39.94,176.59,44.01,34,79,11.99
165,Clyde River,CA,1569413392,70.47,-68.59,28.4,90,92,3.36
166,Avarua,CK,1569413096,-21.21,-159.78,71.6,91,88,6.93
167,Bubaque,GW,1569413393,11.28,-15.83,81.87,93,77,7.25
168,Katsuura,JP,1569413394,33.93,134.5,75.2,20,57,11.41
169,Tateyama,JP,1569413394,36.66,137.31,66.2,0,82,6.93
170,Julio de Castilhos,BR,1569413394,-29.23,-53.68,53.6,0,100,2.24
171,Hualmay,PE,1569413395,-11.1,-77.61,60.64,100,94,10.56
172,Iqaluit,CA,1569413395,63.75,-68.52,37.4,75,72,5.82
173,Harper,US,1569413395,30.3,-99.24,75.2,90,88,13.11
174,Carnarvon,ZA,1569413396,-30.97,22.13,75.75,0,3,22.12
175,La Libertad,PE,1569413396,-16.38,-71.56,51.8,0,34,3.36
176,Camacha,PT,1569413397,33.08,-16.33,75.2,40,73,17.22
177,Alzamay,RU,1569413397,55.55,98.67,53.44,99,72,2.35
178,Cabinda,AO,1569413397,-5.56,12.19,76.3,90,86,11.32
179,Nikolskoye,RU,1569413398,59.7,30.79,46.0,90,81,6.71
180,Eyrarbakki,IS,1569413398,63.86,-21.15,57.2,75,67,13.87
181,Saint-Philippe,CA,1569413398,45.36,-73.48,55.0,90,87,3.36
182,Bridgetown,AU,1569413399,-33.96,116.14,55.99,83,66,1.01
183,Nishihara,JP,1569413399,35.74,139.53,81.0,75,64,5.82
184,Cherbourg,AU,1569413400,-26.29,151.95,62.6,40,77,4.7
185,Sangueya,GN,1569413400,10.7,-14.37,82.6,97,80,6.71
186,Beringovskiy,RU,1569413400,63.05,179.32,28.24,0,84,1.5
187,Bunia,CD,1569413401,1.56,30.25,86.2,46,45,1.77
188,Tuy Hoa,VN,1569413211,13.08,109.3,73.95,54,92,2.68
189,Aginskoye,RU,1569413405,51.11,114.54,57.94,0,64,4.59
190,Shellbrook,CA,1569413406,53.22,-106.39,39.2,75,86,8.05
191,Sinnamary,GF,1569413407,5.38,-52.96,82.05,16,75,9.04
192,Walvis Bay,NA,1569413407,-22.95,14.51,66.2,0,68,9.17
193,Tame,CO,1569413408,6.46,-71.72,56.5,89,90,3.33
194,Airai,TL,1569413408,-8.93,125.41,71.44,47,83,3.42
195,Florence,US,1569413409,34.2,-79.77,66.99,40,88,4.41
196,Mgandu,TZ,1569413409,-5.96,34.11,85.84,0,24,10.4
197,Codrington,AU,1569413410,-28.95,153.24,66.2,75,72,9.17
198,Tiksi,RU,1569413410,71.64,128.87,33.64,0,84,9.17
199,Dwarka,IN,1569413411,28.58,77.04,93.2,75,55,9.17
200,Ochsenfurt,DE,1569413412,49.67,10.07,64.99,90,93,12.75
201,Kaitangata,NZ,1569413412,-46.28,169.85,39.0,90,62,8.99
202,Kahului,US,1569413412,20.89,-156.47,73.0,1,78,4.7
203,Sevlievo,BG,1569413413,43.03,25.1,71.01,75,68,4.7
204,Lata,IN,1569413413,30.78,78.62,45.7,95,97,4.81
205,Turayf,SA,1569413414,31.68,38.65,98.6,0,17,9.17
206,Leningradskiy,RU,1569413414,69.38,178.42,33.64,99,80,8.66
207,Sao Lourenco do Sul,BR,1569413415,-31.37,-51.98,59.0,90,100,4.34
208,Marawi,PH,1569413415,8.0,124.29,81.0,46,82,5.01
209,Robore,BO,1569413416,-18.33,-59.76,77.0,20,88,3.67
210,Myre,SE,1569413416,62.25,17.37,54.0,75,93,3.36
211,Lavrentiya,RU,1569413416,65.58,-170.99,26.97,49,95,3.78
212,Puerto Ayora,EC,1569413417,-0.74,-90.35,66.0,89,98,5.01
213,Hasaki,JP,1569413417,35.73,140.83,68.0,40,88,2.24
214,Lagoa,PT,1569413427,37.14,-8.45,78.8,0,31,9.17
215,Buala,SB,1569413428,-8.15,159.59,80.07,96,84,6.55
216,Mackay,CA,1569413428,53.65,-115.58,42.8,75,81,2.24
217,Kautokeino,NO,1569413428,69.01,23.04,44.44,100,76,7.31
218,Xique-Xique,BR,1569413429,-10.82,-42.73,74.85,3,58,11.39
219,Mar del Plata,AR,1569413238,-46.43,-67.52,57.04,47,57,26.75
220,Dingle,PH,1569413430,11.0,122.67,76.12,91,84,6.51
221,Cooma,AU,1569413458,-36.24,149.13,44.6,90,75,8.05
222,Ugoofaaru,MV,1569413458,5.67,73.0,84.04,100,65,8.46
223,Eyl,SO,1569413459,7.98,49.82,101.14,0,21,19.06
224,Caravelas,BR,1569413459,-17.73,-39.27,73.6,66,68,8.72
225,Grants,US,1569413460,35.15,-107.85,42.8,1,100,9.17
226,Saint Anthony,US,1569413461,43.97,-111.68,51.01,1,66,9.17
227,Ahipara,NZ,1569413461,-35.17,173.16,48.99,64,100,38.07
228,Padang,ID,1569413462,-0.92,100.36,79.17,64,86,11.9
229,Hithadhoo,MV,1569413462,-0.6,73.08,82.24,100,75,12.88
230,Namwala,ZM,1569413462,-15.75,26.45,91.42,19,19,11.18
231,Malanje,AO,1569413463,-9.54,16.35,83.32,96,47,5.66
232,East London,ZA,1569413463,-33.02,27.91,66.2,0,45,19.46
233,Deputatskiy,RU,1569413463,69.3,139.9,18.34,7,90,3.58
234,Fortuna,US,1569413464,40.6,-124.16,59.0,1,93,25.32
235,Cabo San Lucas,MX,1569413446,22.89,-109.91,75.99,3,85,8.37
236,Bartoszyce,PL,1569413464,54.25,20.81,60.27,78,55,9.73
237,Dunedin,NZ,1569413465,-45.87,170.5,39.0,100,67,24.0
238,Vestmannaeyjar,IS,1569413390,63.44,-20.27,50.0,90,100,12.75
239,Nizhniy Tsasuchey,RU,1569413465,50.52,115.13,60.27,0,57,6.6
240,Kawalu,ID,1569413466,-7.38,108.21,67.84,78,91,3.76
241,Yerbogachen,RU,1569413466,61.28,108.01,47.85,34,84,5.86
242,Bambanglipuro,ID,1569413466,-7.95,110.28,76.12,58,89,7.61
243,Ambajogai,IN,1569413466,18.73,76.39,79.0,98,85,4.9
244,Simbahan,PH,1569413467,6.3,120.58,83.5,76,66,2.28
245,Iguguno,TZ,1569413467,-4.57,34.63,89.62,76,20,10.11
246,Cayenne,GF,1569413467,4.94,-52.33,78.8,75,88,1.12
247,Cuamba,MZ,1569413468,-14.8,36.54,89.44,4,20,10.89
248,Ardon,RU,1569413468,43.18,44.31,68.0,95,52,8.95
249,Casablanca,MA,1569413468,33.6,-7.62,82.4,0,48,13.87
250,Broome,GB,1569413469,52.47,1.45,66.99,75,88,10.29
251,Cortez,US,1569413469,37.35,-108.58,41.0,1,69,4.7
252,Fayetteville,US,1569413223,36.06,-94.16,73.4,20,94,12.75
253,Saint-Pierre,FR,1569413470,48.95,4.24,60.8,90,100,17.22
254,Coihaique,CL,1569413470,-45.58,-72.07,51.8,75,81,8.05
255,Turukhansk,RU,1569413470,65.8,87.96,35.8,100,94,13.89
256,Gold Coast,AU,1569413471,-28.0,153.41,70.0,90,72,9.17
257,Mocuba,MZ,1569413476,-16.84,36.99,76.3,32,62,15.48
258,Oistins,BB,1569413476,13.07,-59.53,84.2,40,74,10.29
259,Mastic Beach,US,1569413476,40.77,-72.85,63.0,1,72,5.82
260,Touros,BR,1569413477,-5.2,-35.46,78.8,75,74,11.41
261,Bagan,RU,1569413477,54.1,77.67,47.67,87,40,9.48
262,Yablonovo,RU,1569413477,50.85,37.36,55.4,0,32,6.71
263,Agbor,NG,1569413477,6.26,6.15,85.3,96,66,5.3
264,Sur,OM,1569413478,22.57,59.53,87.27,34,56,12.46
265,Pevek,RU,1569413478,69.7,170.27,34.17,69,82,16.15
266,Nikolayevsk-na-amure,RU,1569413478,53.14,140.72,37.77,92,78,6.49
267,Haines Junction,CA,1569413479,60.75,-137.51,35.97,81,95,4.52
268,Rock Springs,US,1569413479,41.59,-109.2,48.2,1,66,18.34
269,Anadyr,RU,1569413480,64.73,177.51,26.6,0,86,2.24
270,Tuatapere,NZ,1569413480,-46.13,167.69,39.99,83,75,21.99
271,Shyryayeve,UA,1569413480,47.38,30.2,69.45,83,31,11.25
272,Katangli,RU,1569413481,51.71,143.23,43.72,100,82,21.94
273,Moron,HT,1569413523,18.56,-74.26,80.25,84,82,10.6
274,Victoria,BN,1569413317,5.28,115.24,86.0,75,74,5.82
275,Lancaster,US,1569413489,40.04,-76.31,59.0,1,100,2.59
276,Mount Pleasant,US,1569413524,33.16,-94.97,75.2,1,94,6.53
277,Chumikan,RU,1569413524,54.72,135.31,33.1,0,66,8.3
278,Cidreira,BR,1569413524,-30.17,-50.22,62.62,40,85,4.32
279,Mbekenyera,TZ,1569413525,-10.0,38.98,78.27,93,61,2.42
280,Gazli,UZ,1569413525,40.13,63.45,87.27,44,13,10.71
281,Hit,IQ,1569413526,33.64,42.83,101.67,0,10,10.02
282,Corumba,BR,1569413526,-19.0,-57.65,75.2,90,94,3.36
283,Terme,TR,1569413527,41.21,36.97,68.0,75,82,3.36
284,Benguela,AO,1569413527,-12.58,13.4,74.67,66,80,10.18
285,Panguna,PG,1569413527,-6.32,155.48,81.7,77,80,13.78
286,Tilichiki,RU,1569413527,60.47,166.1,36.52,100,85,21.81
287,Kholmogory,RU,1569413528,64.23,41.65,44.6,90,87,11.18
288,Sachin,FR,1569413529,50.49,2.38,62.6,100,87,13.87
289,Port Lincoln,AU,1569413529,-34.72,135.86,56.67,26,73,15.23
290,Wainwright,CA,1569413529,52.84,-110.86,46.24,93,81,12.01
291,Lima,PE,1569413404,-12.06,-77.04,59.0,90,100,5.82
292,Aldan,RU,1569413530,58.61,125.39,37.77,99,97,3.11
293,Mamallapuram,IN,1569413530,12.63,80.17,86.0,75,74,13.87
294,Severo-Kurilsk,RU,1569413530,50.68,156.12,47.5,21,67,32.79
295,Pemba,MZ,1569413531,-12.97,40.52,82.4,20,74,23.04
296,Kodiak,US,1569413531,39.95,-94.76,70.0,1,88,6.93
297,Robertsport,LR,1569413531,6.75,-11.37,84.04,92,72,4.05
298,Torbay,CA,1569413404,47.66,-52.73,48.0,100,98,4.0
299,Conceicao do Araguaia,BR,1569413532,-8.26,-49.26,92.67,6,36,5.19
300,Tiarei,PF,1569413532,-17.53,-149.33,75.2,20,73,3.36
301,Magistralnyy,RU,1569413532,56.17,107.45,51.1,100,74,2.53
302,Sylva,US,1569413533,35.37,-83.23,61.0,90,93,2.06
303,Nome,US,1569413533,30.04,-94.42,75.99,1,94,3.36
304,Port-Gentil,GA,1569413534,-0.72,8.78,80.6,75,83,14.99
305,Sainte-Anne-des-Monts,CA,1569413534,49.13,-66.49,47.14,100,88,26.04
306,Shebekino,RU,1569413534,50.41,36.89,59.0,0,32,6.71
307,Arlit,NE,1569413534,18.74,7.39,100.6,0,7,7.29
308,Diego de Almagro,CL,1569413535,-26.39,-70.05,50.74,0,67,3.24
309,Palafrugell,ES,1569413535,41.92,3.16,77.0,75,53,5.82
310,Ixtapa,MX,1569413535,20.71,-105.21,78.8,75,83,4.7
311,Porto Murtinho,BR,1569413536,-21.7,-57.88,72.15,100,76,7.83
312,Luderitz,NA,1569413536,-26.65,15.16,66.04,0,38,13.85
313,Nyurba,RU,1569413536,63.29,118.35,41.02,9,93,6.49
314,Sergeyevka,KZ,1569413537,53.88,67.42,43.9,18,49,13.15
315,Tulum,MX,1569413537,20.21,-87.46,80.6,75,94,4.7
316,Port Blair,IN,1569413537,11.67,92.75,82.6,94,80,13.15
317,Talaya,RU,1569413538,55.79,84.89,50.0,0,43,11.18
318,Jamkhed,IN,1569413538,18.74,75.31,81.52,93,68,1.74
319,Yamada,JP,1569413538,36.58,137.08,68.0,0,82,6.93
320,Alofi,NU,1569413538,-19.06,-169.92,71.6,65,83,3.36
321,Sitrah,BH,1569413539,26.15,50.62,98.6,0,67,10.29
322,Onverwacht,SR,1569413539,5.59,-55.2,86.0,20,94,2.24
323,Ilulissat,GL,1569413539,69.22,-51.1,37.4,75,86,4.7
324,Ballina,IE,1569413540,54.11,-9.15,63.0,75,93,10.29
325,Arauca,VE,1569413540,7.08,-70.76,73.4,75,100,1.21
326,Barguzin,RU,1569413589,53.62,109.63,51.64,0,72,4.38
327,Jieshi,CN,1569413589,22.82,115.83,82.0,11,64,2.44
328,Coquimbo,CL,1569413589,-29.95,-71.34,59.0,90,87,3.36
329,Juarez,AR,1569413590,-38.95,-67.92,48.2,0,70,3.36
330,Vanimo,PG,1569413590,-2.67,141.3,82.95,48,79,12.5
331,Mizan Teferi,ET,1569413590,6.99,35.58,78.1,33,64,2.95
332,Naryan-Mar,RU,1569413591,67.67,53.09,36.15,100,95,18.39
333,Krasnoshchekovo,RU,1569413591,51.67,82.73,50.55,100,60,3.62
334,Winneba,GH,1569413591,5.35,-0.62,84.2,75,74,10.29
335,Behshahr,IR,1569413592,36.69,53.54,78.8,75,65,6.93
336,Okha,RU,1569413592,53.59,142.95,48.04,100,71,33.91
337,Rosoman,BG,1569413592,42.76,23.08,68.0,75,64,4.7
338,Tairua,NZ,1569413593,-37.02,175.85,48.99,75,77,18.01
339,Kovdor,RU,1569413593,67.56,30.47,37.24,100,87,11.23
340,Itarema,BR,1569413593,-2.92,-39.92,88.35,100,41,12.01
341,Hiranagar,IN,1569413594,32.49,75.28,89.44,9,57,1.77
342,Jacareacanga,BR,1569413594,-6.22,-57.76,77.0,75,88,2.24
343,Gull Lake,CA,1569413594,50.1,-108.48,41.0,90,86,5.82
344,Varhaug,NO,1569413595,58.61,5.65,60.8,0,59,16.11
345,Hambantota,LK,1569413595,6.12,81.12,76.3,100,88,17.85
346,Mount Isa,AU,1569413595,-20.73,139.49,80.6,81,21,9.17
347,Pailon,BO,1569413596,-17.66,-62.72,80.6,90,41,13.87
348,La Rioja,AR,1569413596,-29.41,-66.86,66.22,0,30,3.49
349,Vao,EE,1569413596,59.1,26.19,46.42,100,93,4.43
350,Pangnirtung,CA,1569413597,66.15,-65.72,37.4,75,93,5.82
351,Hovd,NO,1569413597,63.83,10.7,60.01,0,50,8.05
352,Katobu,ID,1569413597,-4.94,122.53,76.47,11,82,5.64
353,Batemans Bay,AU,1569413598,-35.71,150.18,54.0,75,78,0.87
354,Souillac,FR,1569413603,45.6,-0.6,64.4,75,88,12.75
355,Khonsa,IN,1569413603,26.99,95.51,66.22,64,97,1.92
356,Yerofey Pavlovich,RU,1569413604,53.97,121.97,42.1,1,80,1.79
357,Pitlochry,GB,1569413604,56.7,-3.73,62.01,75,100,5.82
358,Skelleftea,SE,1569413604,64.75,20.95,50.0,0,57,12.75
359,San Quintin,PH,1569413605,17.54,120.52,76.47,55,85,2.8
360,Mount Gambier,AU,1569413605,-37.83,140.78,50.0,75,93,3.36
361,Iwaki,JP,1569413605,37.05,140.89,71.01,75,72,13.87
362,Tautira,PF,1569413606,-17.73,-149.15,75.2,20,73,3.36
363,Ocampo,MX,1569413606,27.32,-102.4,68.02,89,80,2.57
364,Sinop,TR,1569413606,42.03,35.15,70.0,75,64,11.41
365,Sorland,NO,1569413607,67.67,12.69,50.0,75,81,1.12
366,Quatre Cocos,MU,1569413607,-20.21,57.76,78.8,40,69,13.87
367,Aklavik,CA,1569413607,68.22,-135.01,35.6,75,80,2.24
368,Shu,KZ,1569413608,43.6,73.76,78.82,21,25,6.15
369,Muzaffarabad,PK,1569413608,34.37,73.47,76.12,9,63,4.0
370,Sistranda,NO,1569413608,63.73,8.83,60.01,0,50,20.8
371,Zapadnaya Dvina,RU,1569413609,56.26,32.09,46.95,100,65,5.53
372,Maunabo,PR,1569413609,18.01,-65.9,79.0,1,100,2.75
